experiment_index,experiment_file,experiment_id,linked_claim,evidence_bucket,role,synthetic_or_real,supports_or_weakens,usable_for_report
1,viruse_fabric/experiments/exp_01_projection.py,exp_01_projection,none,IRRELEVANT_OR_UNUSABLE,not clearly mappable to VF-H2 proof claim,synthetic_toy_only_not_real_bio,not_a_proof; evidence_classification_only,no
290,viruse_fabric/experiments/exp_81_first_submission_readiness_criteria_plan.py,exp_81_first_submission_readiness_criteria_plan,none,IRRELEVANT_OR_UNUSABLE,not clearly mappable to VF-H2 proof claim,synthetic_toy_only_not_real_bio,not_a_proof; evidence_classification_only,no
291,viruse_fabric/experiments/exp_82_first_submission_readiness_audit_execution.py,exp_82_first_submission_readiness_audit_execution,none,IRRELEVANT_OR_UNUSABLE,not clearly mappable to VF-H2 proof claim,synthetic_toy_only_not_real_bio,not_a_proof; evidence_classification_only,no
292,viruse_fabric/experiments/exp_83_manuscript_submission_readiness_decision_plan.py,exp_83_manuscript_submission_readiness_decision_plan,none,IRRELEVANT_OR_UNUSABLE,writing_or_ledger_artifact_not_direct_experiment_evidence,synthetic_toy_only_not_real_bio,not_a_proof; evidence_classification_only,no
293,viruse_fabric/experiments/exp_84_manuscript_submission_readiness_decision_execution.py,exp_84_manuscript_submission_readiness_decision_execution,none,IRRELEVANT_OR_UNUSABLE,writing_or_ledger_artifact_not_direct_experiment_evidence,synthetic_toy_only_not_real_bio,not_a_proof; evidence_classification_only,no
294,viruse_fabric/experiments/exp_85_manuscript_submission_readiness_blocking_gap_register.py,exp_85_manuscript_submission_readiness_blocking_gap_register,none,IRRELEVANT_OR_UNUSABLE,writing_or_ledger_artifact_not_direct_experiment_evidence,synthetic_toy_only_not_real_bio,not_a_proof; evidence_classification_only,no
295,viruse_fabric/experiments/exp_86_formal_proof_requirements_plan.py,exp_86_formal_proof_requirements_plan,none,IRRELEVANT_OR_UNUSABLE,not clearly mappable to VF-H2 proof claim,synthetic_toy_only_not_real_bio,not_a_proof; evidence_classification_only,no
296,viruse_fabric/experiments/exp_87_formal_proof_skeleton_plan.py,exp_87_formal_proof_skeleton_plan,none,IRRELEVANT_OR_UNUSABLE,not clearly mappable to VF-H2 proof claim,synthetic_toy_only_not_real_bio,not_a_proof; evidence_classification_only,no
297,viruse_fabric/experiments/exp_88_formal_definition_skeleton_audit.py,exp_88_formal_definition_skeleton_audit,none,IRRELEVANT_OR_UNUSABLE,not clearly mappable to VF-H2 proof claim,synthetic_toy_only_not_real_bio,not_a_proof; evidence_classification_only,no
298,viruse_fabric/experiments/exp_89_formal_definition_completion_criteria_plan.py,exp_89_formal_definition_completion_criteria_plan,none,IRRELEVANT_OR_UNUSABLE,not clearly mappable to VF-H2 proof claim,synthetic_toy_only_not_real_bio,not_a_proof; evidence_classification_only,no
299,viruse_fabric/experiments/exp_900_viruse_fabric_abstract_simulation_reframing.py,exp_900_viruse_fabric_abstract_simulation_reframing,CLAIM-VF-H2-A,SUPPORTS_ASSUMPTIONS,supports framing/specification of safe abstract toy assumptions,synthetic_toy_only_not_real_bio,not_a_proof; evidence_classification_only,yes_context_only
300,viruse_fabric/experiments/exp_901_viruse_fabric_abstract_simulation_specification.py,exp_901_viruse_fabric_abstract_simulation_specification,CLAIM-VF-H2-A,SUPPORTS_ASSUMPTIONS,supports framing/specification of safe abstract toy assumptions,synthetic_toy_only_not_real_bio,not_a_proof; evidence_classification_only,yes_context_only
301,viruse_fabric/experiments/exp_902_viruse_fabric_minimal_safe_toy_simulation_engine.py,exp_902_viruse_fabric_minimal_safe_toy_simulation_engine,CLAIM-VF-H2-B,SUPPORTS_CLAIM_B,implements or runs synthetic safe toy behavior consistent with proved anchor,synthetic_toy_only_not_real_bio,not_a_proof; evidence_classification_only,yes_if_scope_matches
302,viruse_fabric/experiments/exp_903_viruse_fabric_safe_toy_baseline_comparison.py,exp_903_viruse_fabric_safe_toy_baseline_comparison,none,IRRELEVANT_OR_UNUSABLE,not clearly mappable to VF-H2 proof claim,synthetic_toy_only_not_real_bio,not_a_proof; evidence_classification_only,no
303,viruse_fabric/experiments/exp_904_viruse_fabric_results_and_falsification_audit.py,exp_904_viruse_fabric_results_and_falsification_audit,none,IRRELEVANT_OR_UNUSABLE,not clearly mappable to VF-H2 proof claim,synthetic_toy_only_not_real_bio,not_a_proof; evidence_classification_only,no
304,viruse_fabric/experiments/exp_905_viruse_fabric_toy_evidence_limitation_and_manuscript_readiness_gate.py,exp_905_viruse_fabric_toy_evidence_limitation_and_manuscript_readiness_gate,none,IRRELEVANT_OR_UNUSABLE,writing_or_ledger_artifact_not_direct_experiment_evidence,synthetic_toy_only_not_real_bio,not_a_proof; evidence_classification_only,no
305,viruse_fabric/experiments/exp_906_viruse_fabric_safe_toy_scientific_yield_extraction_and_theory_reduction.py,exp_906_viruse_fabric_safe_toy_scientific_yield_extraction_and_theory_reduction,none,IRRELEVANT_OR_UNUSABLE,not clearly mappable to VF-H2 proof claim,synthetic_toy_only_not_real_bio,not_a_proof; evidence_classification_only,no
306,viruse_fabric/experiments/exp_907_viruse_fabric_safe_toy_replicate_grid_and_signal_robustness_check.py,exp_907_viruse_fabric_safe_toy_replicate_grid_and_signal_robustness_check,CLAIM-VF-H2-B,ROBUSTNESS_CHECK,checks repeated synthetic toy stability,synthetic_toy_only_not_real_bio,not_a_proof; evidence_classification_only,yes_if_outputs_exist
307,viruse_fabric/experiments/exp_908_viruse_fabric_safe_toy_parameter_sweep_and_null_control_stress_test.py,exp_908_viruse_fabric_safe_toy_parameter_sweep_and_null_control_stress_test,CLAIM-VF-H2-B,SENSITIVITY_CHECK,checks synthetic toy stability under parameter or constraint variation,synthetic_toy_only_not_real_bio,not_a_proof; evidence_classification_only,yes_if_outputs_exist
308,viruse_fabric/experiments/exp_90_formal_definition_execution_readiness_gate_plan.py,exp_90_formal_definition_execution_readiness_gate_plan,none,IRRELEVANT_OR_UNUSABLE,not clearly mappable to VF-H2 proof claim,synthetic_toy_only_not_real_bio,not_a_proof; evidence_classification_only,no
309,viruse_fabric/experiments/exp_91_formal_definition_pre_execution_checklist_plan.py,exp_91_formal_definition_pre_execution_checklist_plan,none,IRRELEVANT_OR_UNUSABLE,not clearly mappable to VF-H2 proof claim,synthetic_toy_only_not_real_bio,not_a_proof; evidence_classification_only,no
310,viruse_fabric/experiments/exp_92_formal_definition_pre_execution_checklist_audit.py,exp_92_formal_definition_pre_execution_checklist_audit,none,IRRELEVANT_OR_UNUSABLE,not clearly mappable to VF-H2 proof claim,synthetic_toy_only_not_real_bio,not_a_proof; evidence_classification_only,no
311,viruse_fabric/experiments/exp_93_formal_definition_checklist_completion_readiness_decision_plan.py,exp_93_formal_definition_checklist_completion_readiness_decision_plan,none,IRRELEVANT_OR_UNUSABLE,not clearly mappable to VF-H2 proof claim,synthetic_toy_only_not_real_bio,not_a_proof; evidence_classification_only,no
312,viruse_fabric/experiments/exp_94_formal_definition_checklist_completion_readiness_decision_execution.py,exp_94_formal_definition_checklist_completion_readiness_decision_execution,none,IRRELEVANT_OR_UNUSABLE,not clearly mappable to VF-H2 proof claim,synthetic_toy_only_not_real_bio,not_a_proof; evidence_classification_only,no
313,viruse_fabric/experiments/exp_95_formal_definition_controlled_checklist_completion_attempt_plan.py,exp_95_formal_definition_controlled_checklist_completion_attempt_plan,none,IRRELEVANT_OR_UNUSABLE,not clearly mappable to VF-H2 proof claim,synthetic_toy_only_not_real_bio,not_a_proof; evidence_classification_only,no
314,viruse_fabric/experiments/exp_96_formal_definition_controlled_checklist_completion_attempt_execution.py,exp_96_formal_definition_controlled_checklist_completion_attempt_execution,none,IRRELEVANT_OR_UNUSABLE,not clearly mappable to VF-H2 proof claim,synthetic_toy_only_not_real_bio,not_a_proof; evidence_classification_only,no
315,viruse_fabric/experiments/exp_97_formal_definition_controlled_checklist_completion_candidate_audit.py,exp_97_formal_definition_controlled_checklist_completion_candidate_audit,none,IRRELEVANT_OR_UNUSABLE,not clearly mappable to VF-H2 proof claim,synthetic_toy_only_not_real_bio,not_a_proof; evidence_classification_only,no
316,viruse_fabric/experiments/exp_98_formal_definition_checklist_completion_decision_plan.py,exp_98_formal_definition_checklist_completion_decision_plan,none,IRRELEVANT_OR_UNUSABLE,not clearly mappable to VF-H2 proof claim,synthetic_toy_only_not_real_bio,not_a_proof; evidence_classification_only,no
317,viruse_fabric/experiments/exp_99_formal_definition_checklist_completion_decision_execution.py,exp_99_formal_definition_checklist_completion_decision_execution,none,IRRELEVANT_OR_UNUSABLE,not clearly mappable to VF-H2 proof claim,synthetic_toy_only_not_real_bio,not_a_proof; evidence_classification_only,no
318,viruse_fabric/experiments/exp_independent_safe_toy_implementation_replication_v1.py,exp_independent_safe_toy_implementation_replication_v1,none,IRRELEVANT_OR_UNUSABLE,not clearly mappable to VF-H2 proof claim,synthetic_toy_only_not_real_bio,not_a_proof; evidence_classification_only,no
319,viruse_fabric/experiments/exp_limited_safe_toy_simulation_v1.py,exp_limited_safe_toy_simulation_v1,CLAIM-VF-H2-B,SUPPORTS_CLAIM_B,implements or runs synthetic safe toy behavior consistent with proved anchor,synthetic_toy_only_not_real_bio,not_a_proof; evidence_classification_only,yes_if_scope_matches
320,viruse_fabric/experiments/exp_preregistered_larger_safe_toy_robustness_check_v1.py,exp_preregistered_larger_safe_toy_robustness_check_v1,CLAIM-VF-H2-B,ROBUSTNESS_CHECK,checks repeated synthetic toy stability,synthetic_toy_only_not_real_bio,not_a_proof; evidence_classification_only,yes_if_outputs_exist
321,viruse_fabric/experiments/exp_safe_artifact_resistance_and_ablation_tests_v1.py,exp_safe_artifact_resistance_and_ablation_tests_v1,none,IRRELEVANT_OR_UNUSABLE,not clearly mappable to VF-H2 proof claim,synthetic_toy_only_not_real_bio,not_a_proof; evidence_classification_only,no
322,viruse_fabric/experiments/exp_safe_dry_run_execution_gate_v1.py,exp_safe_dry_run_execution_gate_v1,none,IRRELEVANT_OR_UNUSABLE,not clearly mappable to VF-H2 proof claim,synthetic_toy_only_not_real_bio,not_a_proof; evidence_classification_only,no
323,viruse_fabric/experiments/exp_safe_dry_run_manifest_builder_regression_v1.py,exp_safe_dry_run_manifest_builder_regression_v1,none,IRRELEVANT_OR_UNUSABLE,not clearly mappable to VF-H2 proof claim,synthetic_toy_only_not_real_bio,not_a_proof; evidence_classification_only,no
324,viruse_fabric/experiments/exp_safe_dry_run_manifest_builder_v1.py,exp_safe_dry_run_manifest_builder_v1,none,IRRELEVANT_OR_UNUSABLE,not clearly mappable to VF-H2 proof claim,synthetic_toy_only_not_real_bio,not_a_proof; evidence_classification_only,no
325,viruse_fabric/experiments/exp_safe_engine_redesign_sweep_profile_scaffold_v1.py,exp_safe_engine_redesign_sweep_profile_scaffold_v1,none,IRRELEVANT_OR_UNUSABLE,not clearly mappable to VF-H2 proof claim,synthetic_toy_only_not_real_bio,not_a_proof; evidence_classification_only,no
326,viruse_fabric/experiments/exp_safe_engine_validation_regression_v1.py,exp_safe_engine_validation_regression_v1,none,IRRELEVANT_OR_UNUSABLE,not clearly mappable to VF-H2 proof claim,synthetic_toy_only_not_real_bio,not_a_proof; evidence_classification_only,no
327,viruse_fabric/experiments/exp_safe_engine_validation_safe_sweep_profile_v1.py,exp_safe_engine_validation_safe_sweep_profile_v1,none,IRRELEVANT_OR_UNUSABLE,not clearly mappable to VF-H2 proof claim,synthetic_toy_only_not_real_bio,not_a_proof; evidence_classification_only,no
328,viruse_fabric/experiments/exp_safe_null_control_template_regression_v1.py,exp_safe_null_control_template_regression_v1,none,IRRELEVANT_OR_UNUSABLE,not clearly mappable to VF-H2 proof claim,synthetic_toy_only_not_real_bio,not_a_proof; evidence_classification_only,no
329,viruse_fabric/experiments/exp_safe_null_control_templates_v1.py,exp_safe_null_control_templates_v1,none,IRRELEVANT_OR_UNUSABLE,not clearly mappable to VF-H2 proof claim,synthetic_toy_only_not_real_bio,not_a_proof; evidence_classification_only,no
330,viruse_fabric/experiments/exp_safe_profile_engine_validation_bridge_v1.py,exp_safe_profile_engine_validation_bridge_v1,none,IRRELEVANT_OR_UNUSABLE,not clearly mappable to VF-H2 proof claim,synthetic_toy_only_not_real_bio,not_a_proof; evidence_classification_only,no
331,viruse_fabric/experiments/exp_safe_sweep_dry_run_protocol_regression_v1.py,exp_safe_sweep_dry_run_protocol_regression_v1,none,IRRELEVANT_OR_UNUSABLE,not clearly mappable to VF-H2 proof claim,synthetic_toy_only_not_real_bio,not_a_proof; evidence_classification_only,no
332,viruse_fabric/experiments/exp_safe_sweep_dry_run_protocol_v1.py,exp_safe_sweep_dry_run_protocol_v1,none,IRRELEVANT_OR_UNUSABLE,not clearly mappable to VF-H2 proof claim,synthetic_toy_only_not_real_bio,not_a_proof; evidence_classification_only,no
333,viruse_fabric/experiments/exp_safe_sweep_execution_harness_v1.py,exp_safe_sweep_execution_harness_v1,none,IRRELEVANT_OR_UNUSABLE,not clearly mappable to VF-H2 proof claim,synthetic_toy_only_not_real_bio,not_a_proof; evidence_classification_only,no
334,viruse_fabric/experiments/exp_safe_sweep_execution_plan_v1.py,exp_safe_sweep_execution_plan_v1,none,IRRELEVANT_OR_UNUSABLE,not clearly mappable to VF-H2 proof claim,synthetic_toy_only_not_real_bio,not_a_proof; evidence_classification_only,no
